prob_0,prob_1,predicted_class,set,date,true_y
0.8060014,0.19399863,0,train,1982-04-24,0
0.62801564,0.3719844,0,train,1982-04-25,0
0.9225532,0.077446856,0,train,1982-04-26,0
0.95767075,0.04232919,0,train,1982-04-27,0
0.95788455,0.04211546,0,train,1982-04-28,0
0.9493522,0.050647832,0,train,1982-04-29,0
0.93120867,0.06879137,0,test,1982-04-30,0
0.95516884,0.044831157,0,train,1982-05-01,0
0.9675185,0.03248148,0,train,1982-05-02,0
0.98138994,0.01861009,0,train,1982-05-03,0
0.97468567,0.025314352,0,train,1982-05-04,0
0.6174392,0.38256085,1,train,1982-05-05,0
0.09385188,0.9061481,1,train,1982-05-06,0
0.12570278,0.8742972,0,train,1982-05-07,0
0.8665711,0.13342887,0,train,1982-05-08,0
0.9554699,0.044530068,0,test,1982-05-09,0
0.87775254,0.12224746,0,train,1982-05-10,0
0.81953627,0.18046369,0,train,1982-05-11,0
0.6352689,0.36473107,0,train,1982-05-12,0
0.14104488,0.8589551,1,train,1982-05-13,1
0.097981654,0.9020183,1,train,1982-05-14,1
0.12554562,0.87445444,1,train,1982-05-15,1
0.13202508,0.86797494,1,train,1982-05-16,0
0.2677486,0.7322514,1,train,1982-05-17,0
0.3630859,0.6369142,0,test,1982-05-18,0
0.71761715,0.28238288,0,test,1982-05-19,0
0.7787077,0.22129235,0,train,1982-05-20,0
0.5987361,0.40126383,1,train,1982-05-21,1
0.48979267,0.5102073,1,train,1982-05-22,0
0.84693867,0.15306138,0,train,1982-05-23,0
0.7746739,0.22532612,0,train,1982-05-24,0
0.6732274,0.32677263,0,train,1982-05-25,0
0.27646106,0.7235389,0,test,1982-05-26,0
0.6739068,0.3260932,0,train,1982-05-27,0
0.5580106,0.44198933,0,train,1982-05-28,0
0.44129476,0.5587052,1,train,1982-05-29,0
0.49989557,0.5001044,0,train,1982-05-30,0
0.46835452,0.5316454,1,train,1982-05-31,1
0.8854334,0.11456665,0,train,1982-06-01,0
0.75439495,0.24560505,0,train,1982-06-02,0
0.52781177,0.47218832,0,train,1982-06-03,0
0.68168986,0.31831017,0,train,1982-06-04,0
0.82243085,0.17756914,0,train,1982-06-05,0
0.6714434,0.32855663,0,train,1982-06-06,0
0.32815692,0.67184305,0,train,1982-06-07,0
0.35066023,0.64933974,0,train,1982-06-08,0
0.18069308,0.8193069,1,train,1982-06-09,1
0.39986244,0.6001376,0,train,1982-06-10,0
0.6943529,0.3056471,0,test,1982-06-11,0
0.8491981,0.15080188,0,train,1982-06-12,0
0.9598727,0.040127307,0,test,1982-06-13,0
0.95278764,0.047212332,0,train,1982-06-14,0
0.6771983,0.32280177,1,train,1982-06-15,1
0.801094,0.198906,0,train,1982-06-16,0
0.9423927,0.057607308,0,train,1982-06-17,0
0.92864704,0.07135297,0,train,1982-06-18,0
0.7026011,0.2973989,0,train,1982-06-19,0
0.8001836,0.19981638,0,train,1982-06-20,0
0.8323196,0.16768046,0,train,1982-06-21,0
0.9593377,0.040662367,0,test,1982-06-22,0
0.97207314,0.02792692,0,train,1982-06-23,0
0.95171356,0.04828639,0,test,1982-06-24,0
0.7852909,0.21470907,0,train,1982-06-25,0
0.76271325,0.23728676,0,train,1982-06-26,0
0.60130066,0.39869937,0,train,1982-06-27,0
0.80869126,0.19130872,0,train,1982-06-28,0
0.96536237,0.034637664,0,train,1982-06-29,0
0.98080975,0.019190213,0,train,1982-06-30,0
0.8683017,0.13169828,0,test,1982-07-01,0
0.33256245,0.6674376,0,train,1982-07-02,0
0.528113,0.471887,1,test,1982-07-03,0
0.93554205,0.06445798,0,train,1982-07-04,0
0.7397679,0.26023206,0,test,1982-07-05,0
0.06271866,0.9372813,1,test,1982-07-06,0
0.2995659,0.7004341,1,train,1982-07-07,0
0.8406428,0.15935723,0,train,1982-07-08,0
0.38576987,0.6142301,0,test,1982-07-09,0
0.108190544,0.89180946,1,train,1982-07-10,1
